datetime,PM2.5,PM10,NO2,CO,SO2,temperature,humidity,wind_speed
2022-07-02 21:00:00,23.39,52.06,22.21,1.07,4.06,24.39,51.11,6.52
2022-07-02 22:00:00,24.3,59.08,27.31,1.1,8.43,23.46,57.19,6.22
2022-07-02 23:00:00,20.45,50.21,20.74,0.96,4.05,23.57,71.23,5.08
2022-07-03 00:00:00,13.97,33.0,20.33,1.0,2.67,22.36,67.12,4.24
2022-07-03 01:00:00,15.19,30.69,21.49,1.05,2.43,20.82,70.83,5.26
2022-07-03 02:00:00,15.44,31.43,17.65,0.82,4.62,24.06,79.95,5.55
2022-07-03 03:00:00,16.94,29.0,22.69,0.99,6.43,20.46,65.15,3.66
2022-07-03 04:00:00,25.37,,26.24,1.1,1.46,22.41,64.24,2.08
2022-07-03 05:00:00,23.11,59.4,28.52,1.24,4.36,23.49,61.09,1.82
2022-07-03 06:00:00,39.36,101.34,28.06,1.28,2.86,28.87,55.35,1.43
2022-07-03 07:00:00,39.0,82.16,31.66,1.49,4.14,29.89,50.0,2.68
2022-07-03 08:00:00,33.55,64.24,32.13,1.63,12.09,30.19,58.52,2.25
2022-07-03 09:00:00,37.03,89.24,44.77,1.94,2.34,32.39,58.93,2.01
2022-07-03 10:00:00,28.73,56.68,27.81,1.22,5.49,29.28,61.86,2.44
2022-07-03 11:00:00,23.22,60.26,30.92,1.18,10.2,32.24,56.72,2.07
2022-07-03 12:00:00,14.83,32.48,22.0,0.92,4.79,31.46,64.24,4.45
2022-07-03 13:00:00,21.18,54.11,21.8,1.02,4.23,33.24,55.65,3.08
2022-07-03 14:00:00,17.22,52.44,23.07,1.23,9.08,30.81,54.08,4.55
2022-07-03 15:00:00,18.02,28.51,27.59,1.05,4.25,29.48,51.0,4.26
2022-07-03 16:00:00,27.8,57.51,22.87,1.04,5.22,30.29,45.37,4.11
2022-07-03 17:00:00,25.46,61.5,25.27,1.23,6.27,29.76,69.88,4.86
2022-07-03 18:00:00,17.66,32.05,26.37,1.03,6.1,25.38,56.11,9.76
2022-07-03 19:00:00,22.53,37.14,29.36,1.46,4.91,25.3,54.36,5.25
2022-07-03 20:00:00,20.16,38.63,25.36,1.2,5.64,22.1,60.98,5.17
2022-07-03 21:00:00,23.44,56.14,21.88,0.98,8.98,18.18,65.23,5.45
2022-07-03 22:00:00,11.37,25.08,30.48,1.17,5.23,22.78,76.88,7.89
2022-07-03 23:00:00,15.94,32.2,20.78,1.04,3.12,23.1,60.89,4.96
2022-07-04 00:00:00,26.63,39.34,17.41,0.99,3.19,22.19,85.32,4.81
2022-07-04 01:00:00,16.39,31.69,24.15,1.01,4.87,17.94,68.16,4.07
2022-07-04 02:00:00,15.94,37.27,16.44,0.81,5.92,21.63,81.15,9.76
2022-07-04 03:00:00,13.05,23.78,21.48,0.88,5.44,18.69,74.2,15.96
2022-07-04 04:00:00,25.54,62.42,20.3,1.08,1.56,26.9,63.36,2.99
2022-07-04 05:00:00,22.1,48.24,24.91,1.25,9.06,23.2,76.06,3.89
2022-07-04 06:00:00,47.64,108.24,28.12,1.4,11.13,29.18,67.64,1.64
2022-07-04 07:00:00,47.91,107.49,31.96,1.51,3.89,29.85,63.2,1.77
2022-07-04 08:00:00,38.35,102.66,33.59,1.39,4.75,27.36,78.65,2.71
2022-07-04 09:00:00,39.39,79.5,34.41,1.59,3.74,27.94,55.66,1.57
2022-07-04 10:00:00,29.49,51.12,31.68,1.35,5.77,31.7,48.68,1.65
2022-07-04 11:00:00,14.83,27.86,28.1,1.13,3.7,29.81,52.75,5.42
2022-07-04 12:00:00,18.98,54.22,22.48,1.03,7.09,31.87,70.52,2.42
2022-07-04 13:00:00,16.45,28.45,24.05,0.97,5.01,30.53,69.18,2.57
2022-07-04 14:00:00,15.63,32.07,21.78,1.04,5.85,27.43,55.85,5.09
2022-07-04 15:00:00,16.94,31.5,24.06,1.0,4.15,25.74,42.57,3.94
2022-07-04 16:00:00,19.68,41.01,31.0,1.18,6.74,29.62,56.66,4.9
2022-07-04 17:00:00,24.31,38.23,26.79,1.1,5.86,26.84,52.42,4.59
2022-07-04 18:00:00,28.28,49.28,27.51,1.27,5.43,25.56,57.6,4.84
2022-07-04 19:00:00,24.07,58.3,24.23,1.34,5.2,26.76,52.15,5.86
2022-07-04 20:00:00,20.96,35.44,22.16,1.04,6.65,26.51,47.91,5.62
2022-07-04 21:00:00,16.19,34.9,22.24,1.29,3.55,22.58,79.0,5.99
2022-07-04 22:00:00,8.46,24.39,20.51,0.89,3.45,21.65,59.21,9.79
2022-07-04 23:00:00,16.22,43.53,18.98,1.0,4.85,22.84,75.03,5.2
2022-07-05 00:00:00,12.41,30.91,15.75,0.77,2.86,18.9,65.11,5.38
2022-07-05 01:00:00,21.11,36.47,17.49,0.87,4.99,22.23,,3.67
2022-07-05 02:00:00,10.82,32.55,19.87,0.92,2.87,23.39,67.36,6.26
2022-07-05 03:00:00,,29.34,19.55,0.84,5.28,24.44,59.32,4.94
2022-07-05 04:00:00,20.46,47.03,20.8,1.01,1.64,20.24,64.15,3.11
2022-07-05 05:00:00,26.46,46.46,27.75,1.2,1.34,23.8,64.12,1.89
2022-07-05 06:00:00,33.0,68.86,28.78,1.23,1.96,24.86,55.62,2.1
2022-07-05 07:00:00,46.9,91.3,36.49,1.74,11.88,28.11,46.54,1.6
2022-07-05 08:00:00,20.62,47.37,26.12,1.05,3.87,30.08,57.53,8.81
2022-07-05 09:00:00,37.66,65.69,33.1,1.45,5.0,33.14,63.2,2.08
2022-07-05 10:00:00,31.13,55.48,31.22,1.53,5.03,29.96,50.82,2.09
2022-07-05 11:00:00,29.97,46.1,30.23,1.28,3.5,30.45,58.87,1.86
2022-07-05 12:00:00,18.96,30.28,23.82,1.03,8.29,33.91,66.91,2.41
2022-07-05 13:00:00,17.38,41.27,19.25,1.04,8.46,32.04,55.65,4.35
2022-07-05 14:00:00,16.82,45.92,22.75,0.97,5.03,33.48,55.9,4.15
2022-07-05 15:00:00,29.19,54.06,25.09,1.2,6.46,30.73,57.86,4.18
2022-07-05 16:00:00,20.74,39.37,23.41,1.03,6.74,26.8,55.1,4.53
2022-07-05 17:00:00,38.13,76.5,29.92,1.3,8.21,25.24,53.86,4.75
2022-07-05 18:00:00,25.64,59.13,25.72,1.11,7.63,23.51,55.28,4.78
2022-07-05 19:00:00,14.36,39.09,22.08,1.1,5.92,26.65,63.63,10.6
2022-07-05 20:00:00,29.01,45.32,28.46,1.2,3.51,26.49,66.87,7.1
2022-07-05 21:00:00,22.84,51.54,31.84,1.23,9.16,26.78,67.02,8.88
2022-07-05 22:00:00,36.31,68.74,19.65,1.13,5.54,23.97,59.79,5.53
2022-07-05 23:00:00,10.34,25.0,16.84,0.81,3.9,24.11,71.46,7.47
2022-07-06 00:00:00,14.59,32.66,20.22,0.96,6.19,20.4,68.14,4.44
2022-07-06 01:00:00,22.09,46.69,21.7,1.01,3.25,19.42,67.03,4.59
2022-07-06 02:00:00,18.87,50.07,27.55,1.39,2.6,23.93,36.14,3.34
2022-07-06 03:00:00,14.29,35.76,21.28,0.94,4.31,23.86,56.37,4.69
2022-07-06 04:00:00,22.56,43.34,22.39,1.21,2.99,24.28,50.41,3.03
2022-07-06 05:00:00,25.22,45.85,24.11,1.15,8.42,26.04,66.18,
2022-07-06 06:00:00,26.28,52.41,26.38,1.1,2.69,27.21,60.99,4.21
2022-07-06 07:00:00,32.56,55.51,30.52,1.35,4.0,30.42,49.09,3.08
2022-07-06 08:00:00,29.22,50.71,27.89,1.15,2.98,31.65,59.11,6.08
2022-07-06 09:00:00,37.78,93.56,31.99,1.43,6.6,31.19,45.66,1.85
2022-07-06 10:00:00,26.74,70.02,30.27,1.36,8.05,32.58,47.58,2.2
2022-07-06 11:00:00,21.46,58.0,26.49,1.06,4.05,32.42,50.38,3.02
2022-07-06 12:00:00,20.36,37.34,23.79,1.12,3.69,30.64,61.81,2.91
2022-07-06 13:00:00,19.52,44.08,24.13,1.1,4.39,32.9,66.87,3.3
2022-07-06 14:00:00,15.74,39.49,30.91,1.13,13.3,28.1,54.83,3.62
2022-07-06 15:00:00,22.29,54.73,20.82,0.96,4.43,32.2,66.82,6.19
2022-07-06 16:00:00,20.81,47.26,23.69,1.1,7.19,26.67,61.04,5.14
2022-07-06 17:00:00,23.81,44.16,29.13,1.12,5.81,28.43,61.15,5.82
2022-07-06 18:00:00,23.03,63.05,30.01,1.22,7.95,24.87,61.59,5.07
2022-07-06 19:00:00,22.93,58.71,29.45,1.19,4.61,26.37,59.32,5.37
2022-07-06 20:00:00,26.4,51.56,22.32,1.22,6.73,23.99,66.32,5.62
2022-07-06 21:00:00,15.55,24.76,20.7,0.87,7.58,19.84,72.05,5.87
2022-07-06 22:00:00,17.91,33.55,19.94,1.07,4.26,23.07,56.46,4.8
2022-07-06 23:00:00,15.29,31.91,16.39,0.82,3.28,20.58,64.02,7.7
2022-07-07 00:00:00,9.95,24.18,15.79,0.86,5.32,23.27,76.74,7.51
2022-07-07 01:00:00,14.06,28.22,25.37,1.01,6.89,21.68,66.08,5.14
2022-07-07 02:00:00,29.97,73.33,24.55,1.1,4.87,22.97,65.92,3.57
2022-07-07 03:00:00,21.01,43.52,22.11,0.98,4.0,21.05,74.49,3.21
2022-07-07 04:00:00,,43.11,19.85,0.99,1.92,22.83,59.73,3.99
2022-07-07 05:00:00,23.86,62.83,28.4,1.28,1.18,24.29,62.29,2.09
2022-07-07 06:00:00,39.39,73.44,29.05,1.38,3.77,28.22,65.96,2.68
2022-07-07 07:00:00,34.22,67.19,29.81,1.28,5.51,31.15,66.99,4.62
2022-07-07 08:00:00,38.88,93.48,32.83,1.39,2.8,27.39,41.16,1.79
2022-07-07 09:00:00,35.67,91.76,32.14,1.45,6.89,32.19,50.35,2.39
2022-07-07 10:00:00,22.12,35.45,30.51,1.32,6.32,26.5,52.82,5.23
2022-07-07 11:00:00,24.16,50.68,24.23,1.05,4.71,28.95,57.85,2.21
2022-07-07 12:00:00,27.65,40.54,23.52,1.15,5.0,29.59,50.95,4.14
2022-07-07 13:00:00,13.76,30.68,31.0,1.06,6.66,28.63,64.41,4.59
2022-07-07 14:00:00,19.76,48.83,21.46,1.03,5.63,27.67,61.25,6.96
2022-07-07 15:00:00,18.68,41.04,21.14,1.06,6.05,30.87,64.42,6.45
2022-07-07 16:00:00,18.42,35.06,27.09,1.15,7.23,28.58,66.76,6.07
2022-07-07 17:00:00,20.77,45.07,24.05,1.44,9.31,28.56,64.59,
2022-07-07 18:00:00,27.66,38.28,26.12,1.2,7.97,27.89,57.01,5.15
2022-07-07 19:00:00,21.21,39.23,26.2,1.14,4.19,25.74,62.24,6.6
2022-07-07 20:00:00,21.66,58.25,24.21,1.18,7.97,25.32,58.06,5.49
2022-07-07 21:00:00,22.74,49.69,26.3,1.22,7.74,22.83,52.82,5.8
2022-07-07 22:00:00,14.94,32.67,19.22,1.0,3.9,19.8,73.79,6.59
2022-07-07 23:00:00,14.33,36.22,22.73,0.92,3.01,23.79,62.29,6.1
2022-07-08 00:00:00,15.04,31.97,15.65,1.06,4.6,20.27,53.77,4.77
2022-07-08 01:00:00,20.94,40.14,23.6,1.05,2.04,19.74,70.5,3.82
2022-07-08 02:00:00,19.63,33.33,22.11,1.01,10.92,21.76,62.8,3.99
2022-07-08 03:00:00,15.08,28.99,18.15,0.91,8.88,21.08,48.66,2.95
2022-07-08 04:00:00,25.27,51.13,23.59,1.13,8.5,23.11,52.52,2.44
2022-07-08 05:00:00,33.22,72.18,,1.17,6.78,25.84,55.72,2.18
2022-07-08 06:00:00,30.48,62.85,27.0,1.25,6.07,,61.97,3.11
2022-07-08 07:00:00,33.93,75.86,33.51,1.54,5.35,25.94,67.55,2.1
2022-07-08 08:00:00,36.71,95.53,33.4,1.41,3.31,27.97,65.66,1.7
2022-07-08 09:00:00,26.58,63.1,32.26,1.24,3.69,32.13,61.12,4.53
2022-07-08 10:00:00,27.88,52.0,26.85,1.25,3.74,31.77,56.31,3.11
2022-07-08 11:00:00,23.72,49.92,25.71,1.06,3.16,35.42,67.44,2.61
2022-07-08 12:00:00,24.32,61.18,20.52,1.14,5.45,33.8,60.56,2.82
2022-07-08 13:00:00,17.08,35.44,19.81,0.9,4.17,33.56,56.93,5.05
2022-07-08 14:00:00,23.62,56.77,23.08,1.0,6.51,28.0,64.13,3.28
2022-07-08 15:00:00,15.08,26.99,24.07,0.95,14.88,31.51,53.6,
2022-07-08 16:00:00,22.24,51.46,31.63,1.2,10.34,28.84,58.47,4.03
2022-07-08 17:00:00,39.15,81.2,29.12,1.57,6.14,26.64,44.04,4.42
2022-07-08 18:00:00,33.44,72.75,27.79,1.2,19.5,26.78,57.48,8.76
2022-07-08 19:00:00,22.62,35.56,25.93,1.08,8.88,27.04,74.45,6.01
2022-07-08 20:00:00,18.43,34.15,27.61,1.06,3.68,24.95,63.23,5.57
2022-07-08 21:00:00,19.9,45.18,25.12,1.03,5.48,21.15,65.93,7.31
2022-07-08 22:00:00,12.02,22.26,18.24,0.8,3.43,23.6,71.11,11.01
2022-07-08 23:00:00,15.43,39.81,16.97,0.85,4.0,20.34,68.59,4.47
2022-07-09 00:00:00,12.86,23.79,15.3,0.81,4.43,21.81,58.26,4.06
2022-07-09 01:00:00,12.39,19.4,18.68,0.84,2.5,20.94,65.43,6.41
2022-07-09 02:00:00,12.49,34.84,18.34,0.89,5.24,21.61,55.63,4.22
2022-07-09 03:00:00,15.49,25.62,20.57,0.93,6.27,24.38,63.97,5.7
2022-07-09 04:00:00,19.67,36.61,28.07,1.09,2.18,21.8,57.86,3.78
2022-07-09 05:00:00,27.81,40.09,23.62,1.09,2.58,28.98,66.25,2.54
2022-07-09 06:00:00,31.04,59.13,33.15,1.72,3.65,22.74,59.73,1.53
2022-07-09 07:00:00,39.48,58.44,33.64,1.37,5.82,26.48,54.22,1.81
2022-07-09 08:00:00,35.55,82.03,33.54,1.35,3.37,29.62,57.4,3.32
2022-07-09 09:00:00,38.46,97.32,38.83,1.5,3.32,31.08,60.06,1.47
2022-07-09 10:00:00,22.82,45.19,26.43,1.14,8.48,30.51,47.93,3.14
2022-07-09 11:00:00,26.07,41.11,26.95,1.11,5.07,31.1,52.95,2.01
2022-07-09 12:00:00,22.01,48.93,31.98,1.19,7.13,32.2,57.08,2.93
2022-07-09 13:00:00,26.42,52.77,21.26,1.11,5.1,30.75,68.11,2.62
2022-07-09 14:00:00,18.23,39.99,23.5,0.99,5.01,33.5,34.97,3.91
2022-07-09 15:00:00,23.19,38.97,26.42,1.09,11.81,31.59,61.65,4.94
2022-07-09 16:00:00,31.18,60.38,24.6,1.13,6.89,30.63,54.43,5.24
2022-07-09 17:00:00,22.95,59.72,29.02,1.15,7.22,25.74,57.45,5.2
2022-07-09 18:00:00,21.48,41.94,31.69,1.92,9.3,26.22,55.57,
2022-07-09 19:00:00,24.22,57.65,26.16,1.13,5.87,24.49,59.5,5.42
2022-07-09 20:00:00,14.95,39.2,20.8,1.27,3.75,21.87,69.47,7.19
2022-07-09 21:00:00,23.52,43.99,27.48,1.51,3.06,23.57,58.85,7.22
2022-07-09 22:00:00,23.62,58.85,17.93,0.94,6.54,20.97,78.49,5.72
2022-07-09 23:00:00,12.95,30.49,17.84,1.06,9.54,22.86,68.7,5.14
2022-07-10 00:00:00,13.05,28.36,18.15,0.91,3.59,19.17,68.25,5.52
2022-07-10 01:00:00,20.11,26.49,17.44,0.88,3.69,24.92,60.73,4.74
2022-07-10 02:00:00,18.25,30.22,16.75,0.82,4.08,20.19,75.37,4.65
2022-07-10 03:00:00,14.59,31.25,25.1,1.38,6.66,23.22,74.12,3.03
2022-07-10 04:00:00,24.59,48.05,22.86,1.09,4.6,25.4,52.39,4.33
2022-07-10 05:00:00,21.89,49.84,23.98,1.03,3.72,23.88,57.28,2.16
2022-07-10 06:00:00,33.02,76.77,36.0,1.46,2.16,28.02,64.66,2.08
2022-07-10 07:00:00,40.62,101.35,35.37,1.42,2.63,25.15,69.37,1.28
2022-07-10 08:00:00,29.85,52.85,29.46,1.19,2.06,31.72,54.22,3.9
2022-07-10 09:00:00,30.53,67.48,33.83,1.8,3.03,29.88,52.16,2.62
2022-07-10 10:00:00,33.39,65.43,29.67,1.27,6.55,29.45,59.07,1.67
2022-07-10 11:00:00,24.43,64.32,25.37,1.05,7.38,30.54,69.38,4.45
2022-07-10 12:00:00,19.1,,22.64,1.04,4.04,32.93,55.98,3.83
2022-07-10 13:00:00,16.28,39.09,22.38,0.97,7.55,29.97,47.91,3.36
2022-07-10 14:00:00,9.47,28.05,19.12,0.81,6.14,29.14,59.56,9.88
2022-07-10 15:00:00,24.58,64.93,25.48,1.08,5.78,29.41,64.74,4.13
2022-07-10 16:00:00,19.79,56.12,27.26,1.05,7.16,26.46,60.02,4.16
2022-07-10 17:00:00,19.34,45.78,26.22,1.03,11.17,31.25,67.07,6.4
2022-07-10 18:00:00,20.23,41.04,24.12,1.03,6.52,25.18,68.78,6.85
2022-07-10 19:00:00,22.11,37.25,28.89,1.4,5.88,26.68,60.16,5.02
2022-07-10 20:00:00,15.11,29.79,20.8,0.87,11.18,24.23,62.96,7.57
2022-07-10 21:00:00,14.74,30.45,21.05,0.88,3.27,20.81,50.62,7.18
2022-07-10 22:00:00,9.69,18.31,17.53,0.93,6.22,21.97,74.1,8.71
2022-07-10 23:00:00,20.77,42.35,19.64,1.14,6.05,23.05,60.92,4.6
2022-07-11 00:00:00,15.78,34.87,15.89,0.8,4.26,20.87,62.11,5.38
2022-07-11 01:00:00,21.46,53.4,18.77,0.9,2.49,23.8,58.56,3.89
2022-07-11 02:00:00,18.81,35.56,17.55,0.84,6.88,23.96,66.49,3.76
2022-07-11 03:00:00,18.4,32.46,18.01,0.87,1.7,24.54,53.33,2.94
2022-07-11 04:00:00,24.42,54.88,23.19,1.19,5.07,22.82,55.87,2.89
2022-07-11 05:00:00,23.44,33.07,24.36,1.09,3.27,22.79,63.35,1.77
2022-07-11 06:00:00,28.39,44.19,33.92,1.28,5.16,25.02,56.98,1.81
2022-07-11 07:00:00,45.74,106.75,33.43,1.43,2.94,27.93,62.34,1.18
2022-07-11 08:00:00,37.54,69.49,45.97,1.78,8.64,29.83,53.41,2.02
2022-07-11 09:00:00,37.98,60.6,38.45,1.61,7.42,25.43,74.41,1.6
2022-07-11 10:00:00,35.82,87.03,34.97,1.36,9.29,30.56,63.1,2.61
2022-07-11 11:00:00,22.75,52.36,24.77,1.17,3.67,31.39,62.34,2.5
2022-07-11 12:00:00,19.95,34.98,23.38,1.1,6.23,30.69,52.61,2.42
2022-07-11 13:00:00,17.02,51.88,22.58,1.35,,33.65,74.32,2.65
2022-07-11 14:00:00,14.95,38.55,23.0,0.92,5.17,31.42,53.35,5.1
2022-07-11 15:00:00,13.48,22.66,23.41,0.93,7.45,32.4,50.37,5.02
2022-07-11 16:00:00,41.18,102.19,26.15,1.33,10.44,28.31,65.01,4.05
2022-07-11 17:00:00,13.89,33.33,28.26,1.04,7.63,29.41,60.03,11.23
2022-07-11 18:00:00,22.94,58.52,25.5,1.05,4.91,29.51,51.84,6.27
2022-07-11 19:00:00,29.2,55.49,27.51,1.24,8.55,27.57,77.51,5.28
2022-07-11 20:00:00,20.68,52.56,26.9,1.15,8.95,21.56,72.56,7.75
2022-07-11 21:00:00,13.83,27.18,21.37,1.08,13.5,22.2,64.27,8.14
2022-07-11 22:00:00,27.13,34.73,19.08,0.97,6.55,21.22,84.23,6.01
2022-07-11 23:00:00,11.31,28.25,19.48,0.84,2.44,22.39,70.57,7.67
2022-07-12 00:00:00,21.36,46.89,16.68,0.93,8.57,22.54,63.87,4.04
2022-07-12 01:00:00,15.78,35.14,,1.08,8.92,19.66,84.52,7.87
2022-07-12 02:00:00,18.37,38.65,17.27,0.9,5.18,21.97,69.69,3.09
2022-07-12 03:00:00,16.84,32.89,20.63,0.99,2.51,18.59,72.05,4.02
2022-07-12 04:00:00,23.76,48.01,20.34,1.2,1.9,26.55,57.67,2.64
2022-07-12 05:00:00,25.98,62.43,26.24,1.14,3.32,23.85,63.32,1.65
2022-07-12 06:00:00,24.0,37.7,27.11,1.2,2.41,26.28,57.69,5.24
2022-07-12 07:00:00,39.47,80.58,33.14,1.36,4.75,26.84,72.04,1.29
2022-07-12 08:00:00,36.07,95.48,31.21,1.3,4.29,30.96,44.36,3.88
2022-07-12 09:00:00,39.39,78.44,38.08,1.5,7.21,24.03,73.7,1.67
2022-07-12 10:00:00,26.29,72.74,29.15,1.31,6.61,30.47,50.61,3.3
2022-07-12 11:00:00,21.27,37.9,26.09,1.2,7.56,30.79,56.91,2.03
2022-07-12 12:00:00,16.37,26.75,28.44,1.04,4.52,30.26,55.43,3.31
2022-07-12 13:00:00,22.14,31.23,21.17,0.96,4.71,34.45,50.28,4.89
2022-07-12 14:00:00,14.77,37.96,27.47,1.04,8.93,28.72,64.54,4.25
2022-07-12 15:00:00,18.89,37.43,24.47,1.0,8.33,31.25,56.96,4.07
2022-07-12 16:00:00,23.66,53.13,23.51,1.02,9.68,29.38,53.15,4.4
2022-07-12 17:00:00,21.31,57.95,25.41,1.03,6.56,29.99,59.24,4.7
2022-07-12 18:00:00,34.41,77.22,36.78,1.45,5.84,24.83,56.56,7.47
2022-07-12 19:00:00,27.44,71.02,26.6,1.54,22.0,23.41,58.97,6.35
2022-07-12 20:00:00,22.65,41.14,24.04,1.02,7.53,25.86,49.33,6.07
2022-07-12 21:00:00,20.02,36.29,29.91,1.14,5.42,23.48,59.61,5.36
2022-07-12 22:00:00,19.8,41.87,19.37,0.89,5.47,18.75,70.95,5.59
2022-07-12 23:00:00,11.86,23.01,20.12,0.93,5.03,20.26,66.09,5.87
2022-07-13 00:00:00,11.88,24.85,23.92,0.93,5.22,21.86,79.03,4.11
2022-07-13 01:00:00,13.95,34.32,21.79,1.1,2.62,22.94,84.55,4.19
2022-07-13 02:00:00,19.91,42.06,20.48,0.92,2.27,20.4,61.96,3.41
2022-07-13 03:00:00,12.72,33.86,25.25,0.97,7.89,16.73,61.95,4.04
2022-07-13 04:00:00,17.42,29.0,21.97,0.94,8.22,24.64,71.33,3.4
2022-07-13 05:00:00,25.34,54.87,31.78,1.2,2.07,22.36,66.8,2.12
2022-07-13 06:00:00,34.84,75.52,32.46,1.45,6.59,22.06,73.44,1.33
2022-07-13 07:00:00,35.81,63.68,33.26,1.45,4.81,21.72,67.81,1.37
2022-07-13 08:00:00,44.44,101.08,37.73,1.57,8.15,30.22,56.27,1.26
2022-07-13 09:00:00,37.81,99.47,33.53,1.42,2.56,29.88,56.58,2.33
2022-07-13 10:00:00,33.01,82.99,32.28,1.33,5.39,,61.49,1.55
2022-07-13 11:00:00,20.16,29.37,26.27,1.32,5.06,33.7,53.35,2.57
2022-07-13 12:00:00,25.33,40.19,21.93,1.14,12.13,32.37,65.86,3.43
2022-07-13 13:00:00,14.92,26.28,20.67,1.16,7.48,34.15,,5.66
2022-07-13 14:00:00,16.86,40.55,21.43,0.91,7.12,27.64,69.6,3.42
2022-07-13 15:00:00,18.23,23.92,22.58,0.95,5.43,29.56,43.37,3.83
2022-07-13 16:00:00,20.93,43.76,25.32,1.09,9.63,25.36,62.87,4.29
2022-07-13 17:00:00,24.42,49.22,26.83,1.16,7.34,26.93,57.81,5.08
2022-07-13 18:00:00,29.6,,25.53,1.12,14.18,25.59,49.39,6.3
2022-07-13 19:00:00,25.82,58.62,26.95,1.12,9.48,26.05,44.68,6.6
2022-07-13 20:00:00,22.16,40.84,21.65,1.07,8.01,23.68,54.27,5.36
2022-07-13 21:00:00,15.93,37.87,21.04,0.97,4.94,23.8,63.32,5.14
2022-07-13 22:00:00,15.88,39.7,,0.99,5.2,23.17,58.65,5.63
2022-07-13 23:00:00,16.73,29.57,17.29,0.89,4.85,25.57,53.22,4.64
2022-07-14 00:00:00,12.64,23.68,25.59,1.12,3.56,20.38,76.51,6.51
2022-07-14 01:00:00,27.48,67.77,17.74,1.06,1.47,19.3,56.7,3.65
2022-07-14 02:00:00,19.18,45.38,16.48,0.88,2.15,22.17,69.69,5.09
2022-07-14 03:00:00,17.01,40.58,23.69,1.1,2.51,20.87,58.19,2.55
2022-07-14 04:00:00,25.58,68.09,20.83,1.11,11.11,26.47,51.84,4.47
2022-07-14 05:00:00,28.36,51.27,23.36,1.07,2.09,24.15,57.85,3.07
2022-07-14 06:00:00,32.77,84.22,33.32,1.44,1.44,24.88,67.06,1.85
2022-07-14 07:00:00,38.81,84.38,31.22,1.4,3.74,26.36,49.94,1.85
2022-07-14 08:00:00,33.83,89.21,36.47,1.67,8.83,29.95,60.34,2.68
2022-07-14 09:00:00,34.26,73.95,40.96,1.47,7.4,29.23,50.93,1.38
2022-07-14 10:00:00,31.31,47.05,26.94,1.22,3.7,29.06,52.51,4.58
2022-07-14 11:00:00,20.31,57.91,24.07,1.14,5.28,34.17,57.87,2.58
2022-07-14 12:00:00,29.76,48.51,27.95,1.27,3.42,29.3,75.95,4.14
2022-07-14 13:00:00,21.63,37.58,21.03,1.21,7.24,30.91,49.98,3.54
2022-07-14 14:00:00,16.91,33.87,19.69,0.91,5.66,31.65,62.44,3.9
2022-07-14 15:00:00,15.82,37.69,21.11,0.99,4.18,26.28,58.47,4.47
2022-07-14 16:00:00,18.96,29.9,23.64,1.19,9.33,29.47,54.62,4.68
2022-07-14 17:00:00,28.09,67.47,23.97,1.14,9.86,25.19,70.42,6.39
2022-07-14 18:00:00,20.97,58.07,27.75,1.12,11.29,27.66,53.13,7.54
2022-07-14 19:00:00,18.74,45.97,22.52,0.98,8.48,22.79,54.53,7.82
2022-07-14 20:00:00,31.9,47.3,27.18,1.36,7.41,24.9,65.76,5.19
2022-07-14 21:00:00,17.14,46.0,23.61,1.13,9.38,24.69,75.01,7.08
2022-07-14 22:00:00,16.03,28.2,26.15,1.15,5.05,23.4,69.28,5.07
2022-07-14 23:00:00,17.78,37.51,17.36,0.83,3.28,21.68,53.4,4.43
2022-07-15 00:00:00,17.57,25.55,21.2,0.94,4.63,20.46,60.71,4.48
2022-07-15 01:00:00,22.24,43.07,17.42,0.98,4.06,19.94,73.88,4.04
2022-07-15 02:00:00,11.33,26.18,18.28,0.84,2.51,24.54,75.02,5.49
2022-07-15 03:00:00,22.35,57.57,20.56,1.08,2.4,20.99,67.04,4.52
2022-07-15 04:00:00,17.41,30.51,22.2,1.02,2.46,21.35,60.28,2.13
2022-07-15 05:00:00,34.28,86.44,25.09,1.21,1.58,25.96,74.4,2.18
2022-07-15 06:00:00,34.35,67.17,29.92,1.3,9.26,24.33,61.94,1.7
2022-07-15 07:00:00,35.8,79.56,36.65,1.4,5.26,25.32,56.9,2.43
2022-07-15 08:00:00,33.49,65.59,32.61,1.38,4.14,25.54,55.37,2.17
2022-07-15 09:00:00,33.11,59.46,32.13,1.31,8.97,28.5,49.64,2.77
2022-07-15 10:00:00,25.35,44.09,26.41,1.65,12.08,30.09,80.6,4.89
2022-07-15 11:00:00,39.03,78.05,26.8,1.59,3.13,31.24,68.37,2.41
2022-07-15 12:00:00,14.38,42.47,22.67,0.9,4.14,32.83,50.49,3.6
2022-07-15 13:00:00,18.1,30.6,26.18,1.06,13.49,31.81,70.41,6.24
2022-07-15 14:00:00,14.59,45.11,20.18,0.91,5.62,29.88,62.37,4.17
2022-07-15 15:00:00,17.23,33.24,25.53,1.0,4.43,29.07,62.54,4.07
2022-07-15 16:00:00,20.41,27.93,28.15,1.08,5.09,29.45,52.7,4.77
2022-07-15 17:00:00,19.93,40.88,30.02,1.14,6.44,29.77,54.07,6.52
2022-07-15 18:00:00,27.9,71.04,24.54,1.14,6.73,26.18,60.72,6.64
2022-07-15 19:00:00,24.7,57.89,22.73,1.11,4.39,23.69,47.32,7.0
